intent,text
BookFlight,a ticket to London please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Seattle
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to Toronto, not to London."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to New York
CancelFlight,cancel flight to Paris
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to London.
CancelFlight,please cancel my flight to Tokyo
ChangeFlight,change flight to New York.
ChangeFlight,change my flight from Los Angeles to London
ChangeFlight,i need to change my flight from Los Angeles to Toronto
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AB1234
DepartureInfo,when does Ab9164 depart?
GetEntities,Peter Kistner
GetEntities,my name is Margret Delaunay
GetEntities,i am Peter Maier
GetEntities,my firstname is Paul
GetEntities,my lastname is Ebner
GetEntities,It's Maier
GetEntities,it is Peter
GetEntities,Linda Mahoney.
GetEntities,my name is Theo Ebner.
GetEntities,i am Mary Müller.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Reichenbach.
GetEntities,It's Ebner.
GetEntities,it is Linda.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Berlin please
BookFlight,could you book a flight to Paris on 2nd of april for me?
BookFlight,i want a flight to Seattle
BookFlight,i would like to book a flight to London.
BookFlight,"no, i want to fly to Seattle, not to Berlin."
BookSeat,book a seat as close as possible to the galley on my flight to Tokyo
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Seattle
CancelFlight,cancel flight to Tel Aviv
CancelFlight,cancellation of flight to Berlin.
CancelFlight,i need to cancel my flight to Toronto
CancelFlight,i want to cancel my journey to Tokyo.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from Los Angeles to Seattle
ChangeFlight,i need to change my flight from Seattle to Tel Aviv
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Toronto, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AB1234
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does Ab9164 depart?
GetEntities,Margret Ebner
GetEntities,my name is Margret Delaunay
GetEntities,i am Maria Mahoney
GetEntities,my firstname is Mary
GetEntities,my lastname is Reichenbach
GetEntities,It's Ebner
GetEntities,it is Lisa
GetEntities,Margret Delaunay.
GetEntities,my name is Lisa Rasztawicki.
GetEntities,i am Peter Müller.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Reichenbach.
GetEntities,It's Rasztawicki.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Paris please
BookFlight,could you book a flight to Paris on 2nd of april for me?
BookFlight,i want a flight to Tokyo
BookFlight,i would like to book a flight to London.
BookFlight,"no, i want to fly to London, not to Seattle."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to Toronto
CancelFlight,cancellation of flight to Paris.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Seattle.
CancelFlight,please cancel my flight to London
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from London to New York
ChangeFlight,i need to change my flight from Seattle to New York
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH1346
DepartureInfo,when does LH1346 depart?
GetEntities,Theo Delaunay
GetEntities,my name is Maria Reichenbach
GetEntities,i am Paul Coskun
GetEntities,my firstname is Linda
GetEntities,my lastname is Coskun
GetEntities,It's Delaunay
GetEntities,it is Linda
GetEntities,Maria Müller.
GetEntities,my name is Margret Delaunay.
GetEntities,i am Lisa Inhestern.
GetEntities,my firstname is Tom.
GetEntities,my lastname is Reichenbach.
GetEntities,It's Müller.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Paris please
BookFlight,could you book a flight to Paris on 2nd of april for me?
BookFlight,i want a flight to Berlin
BookFlight,i would like to book a flight to New York.
BookFlight,"no, i want to fly to Seattle, not to New York."
BookSeat,book a seat as close as possible to the galley on my flight to Paris
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Seattle
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to New York.
CancelFlight,i need to cancel my flight to Los Angeles
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to Seattle
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from London to Los Angeles
ChangeFlight,i need to change my flight from New York to Toronto
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Seattle, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does AA1834556 depart?
GetEntities,Maria Inhestern
GetEntities,my name is Theo Delaunay
GetEntities,i am Theo Rasztawicki
GetEntities,my firstname is Theo
GetEntities,my lastname is Mahoney
GetEntities,It's Reichenbach
GetEntities,it is Lisa
GetEntities,Paul Delaunay.
GetEntities,my name is Mary Mahoney.
GetEntities,i am Maria Inhestern.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Maier.
GetEntities,It's Inhestern.
GetEntities,it is Mary.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Paris please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to New York, not to Tokyo."
BookSeat,book a seat as close as possible to the galley on my flight to New York
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Paris
CancelFlight,cancel flight to Paris
CancelFlight,cancellation of flight to Paris.
CancelFlight,i need to cancel my flight to Tokyo
CancelFlight,i want to cancel my journey to Los Angeles.
CancelFlight,please cancel my flight to Berlin
ChangeFlight,change flight to Toronto.
ChangeFlight,change my flight from Berlin to London
ChangeFlight,i need to change my flight from Paris to Los Angeles
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to New York, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight CP9919223
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does Ab9164 depart?
GetEntities,Maria Reichenbach
GetEntities,my name is Mary Coskun
GetEntities,i am Linda Mahoney
GetEntities,my firstname is Lisa
GetEntities,my lastname is Reichenbach
GetEntities,It's Inhestern
GetEntities,it is Paul
GetEntities,Margret Inhestern.
GetEntities,my name is Margret Maier.
GetEntities,i am Lisa Delaunay.
GetEntities,my firstname is Peter.
GetEntities,my lastname is Müller.
GetEntities,It's Coskun.
GetEntities,it is Lisa.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Toronto please
BookFlight,could you book a flight to New York on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to London.
BookFlight,"no, i want to fly to Berlin, not to Los Angeles."
BookSeat,book a seat as close as possible to the galley on my flight to Tel Aviv
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tokyo
CancelFlight,cancel flight to London
CancelFlight,cancellation of flight to Seattle.
CancelFlight,i need to cancel my flight to Seattle
CancelFlight,i want to cancel my journey to Tel Aviv.
CancelFlight,please cancel my flight to London
ChangeFlight,change flight to Tokyo.
ChangeFlight,change my flight from Tokyo to New York
ChangeFlight,i need to change my flight from New York to Tokyo
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does CP9919223 depart?
GetEntities,Maria Reichenbach
GetEntities,my name is Tom Müller
GetEntities,i am Margret Rasztawicki
GetEntities,my firstname is Lisa
GetEntities,my lastname is Coskun
GetEntities,It's Coskun
GetEntities,it is Lisa
GetEntities,Peter Rasztawicki.
GetEntities,my name is Theo Maier.
GetEntities,i am Paul Inhestern.
GetEntities,my firstname is Lisa.
GetEntities,my lastname is Kistner.
GetEntities,It's Ebner.
GetEntities,it is Linda.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Los Angeles please
BookFlight,could you book a flight to Tokyo on 2nd of april for me?
BookFlight,i want a flight to Tokyo
BookFlight,i would like to book a flight to Tokyo.
BookFlight,"no, i want to fly to London, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to Berlin
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tokyo
CancelFlight,cancel flight to Tel Aviv
CancelFlight,cancellation of flight to London.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to Los Angeles.
CancelFlight,please cancel my flight to Berlin
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from Los Angeles to Toronto
ChangeFlight,i need to change my flight from New York to Toronto
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to New York, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1834556
DepartureInfo,is my flight on time?
